FORMATION,Calibre (CALI),Resistividad Media (RMED),Resistividad Profunda (RDEP),Densidad Total (RHOB),Rayos Gamma (GR),Factor Fotoeléctrico (PEF),Lentitud Compresional (DTC),Potencial Espontáneo (SP),Resistividad de Zona Lavada (RXO),Porosidad de Densidad (PHID),Volumen de Arcilla (VSH),TARGET,TARGET_BINARIO
Balder Fm.,18.444200516,1.8352739811,1.725927949,2.263999939,32.220809937,5.0548100471,109.17703247,80.872001648,3.1674313545,0.23393943090909083,0.149405266119662,POBRE,NO_RESERVORIO
Balder Fm.,18.452999115,1.7367016077,1.7110677958,2.2685189247,34.719917297,5.0844283104,109.76693726,80.511833191,3.6167714596,0.23120065169696968,0.19301445411544263,POBRE,NO_RESERVORIO
Balder Fm.,18.446878433,1.6513086557,1.7267400026,2.2750000954,34.846855164,5.2206773758,110.65410614,79.945892334,3.5550918579,0.22727266945454552,0.19522950793601407,POBRE,NO_RESERVORIO
Balder Fm.,18.418941498,1.625133872,1.7621459961,2.2806773186,33.781261444,5.3781147003,110.49243164,79.770423889,3.1981499195,0.22383192812121208,0.17663499790960088,POBRE,NO_RESERVORIO
Balder Fm.,18.384555817,1.6755971909,1.8121507168,2.2865834236,32.549209595,5.8204870224,109.55741882,80.126472473,3.0806133747,0.22025247054545438,0.1551358092138459,POBRE,NO_RESERVORIO
Balder Fm.,18.375,1.8518455029,1.8659228086,2.2846007347,34.251567841,6.1155414581,107.94232178,80.922164917,3.2693121433,0.22145410018181805,0.18484180023056693,POBRE,NO_RESERVORIO
Balder Fm.,18.350357056,2.0937252045,1.9086294174,2.2838203907,35.783084869,6.0903019905,105.92424774,80.947158813,3.7518901825,0.22192703593939397,0.2115666280878187,POBRE,NO_RESERVORIO
Balder Fm.,18.343801498,2.2962532043,1.9664492607,2.2790000439,37.444610596,5.555516243,105.39928436,81.5650177,4.0446434021,0.2248484582424242,0.2405600954947447,POBRE,NO_RESERVORIO
Balder Fm.,18.384725571,2.3296279907,2.0302095413,2.2731177807,36.840740204,5.177025795,105.67442322,82.228569031,4.0406270027,0.2284134662424243,0.23002261404384233,JUSTO,RESERVORIO
Balder Fm.,18.375,2.2139921188,2.0502865314,2.2562084198,34.35017395,5.1421265602,106.04458618,81.622001648,4.6593322754,0.23866156375757566,0.18656246754312017,JUSTO,RESERVORIO
Balder Fm.,18.393180847,2.0939133167,2.0316886902,2.2401316166,30.105630875,5.2060260773,107.18257141,81.622001648,4.9377374649,0.24840508084848492,0.11249559075481622,JUSTO,RESERVORIO
Balder Fm.,18.410078049,2.0330803394,1.9919140339,2.2363073826,28.946365356,5.1653900146,108.32267761,81.525657654,3.6668260098,0.2507227984242423,0.09226651666049758,POBRE,NO_RESERVORIO
Balder Fm.,18.420797348,1.9361803532,1.9350706339,2.2400000095,30.687961578,5.0678873062,108.5096817,81.03704071,4.0572719574,0.24848484272727261,0.12265720666188236,POBRE,NO_RESERVORIO
Balder Fm.,18.468999863,1.8355565071,1.8858599663,2.241517067,33.107486725,4.984556675,109.2937851,80.306968689,4.60455513,0.24756541393939377,0.16487769253810405,POBRE,NO_RESERVORIO
Balder Fm.,18.474649429,1.7615823746,1.8538941145,2.2424931526,34.380390167,5.0778493881,110.42242432,79.619491577,4.1330943108,0.24697384690909097,0.18708973768315706,POBRE,NO_RESERVORIO
Balder Fm.,18.483999252,1.7549748421,1.8269406557,2.2362604141,33.724994659,5.4213900566,110.02892303,79.278068542,3.5891811848,0.25075126418181803,0.17565314781213914,POBRE,NO_RESERVORIO
Balder Fm.,18.495883942,1.7855986357,1.7961511612,2.2274003029,33.324123383,5.8205413818,108.78237152,79.560905457,3.5268917084,0.2561210285454545,0.16865798181127062,POBRE,NO_RESERVORIO
Balder Fm.,18.516000748,1.8282200098,1.7698260546,2.2222628593,32.931167603,5.7318592072,107.58200836,79.154640198,3.5945692062,0.2592346307272728,0.16180094046989796,POBRE,NO_RESERVORIO
Balder Fm.,18.504285812,1.8739382029,1.751205802,2.2188034058,31.905569077,5.3352203369,106.46012115,79.593673706,3.6362111568,0.2613312692121211,0.14390434281091247,POBRE,NO_RESERVORIO
Balder Fm.,18.49562645,1.8995501995,1.7393347025,2.2128200531,30.514156342,5.0912847519,107.07866669,80.667579651,3.9298570156,0.2649575435757574,0.11962432166754783,POBRE,NO_RESERVORIO
Balder Fm.,18.504455566,1.878455162,1.731908083,2.2068355083,29.269552231,4.9907331467,110.55793762,80.611305237,4.1976523399,0.2685845404242423,0.09790609718241791,POBRE,NO_RESERVORIO
Balder Fm.,18.495456696,1.8443957567,1.7310836315,2.2001359463,31.126850128,5.0633273125,113.66348267,79.698272705,3.7765312195,0.27264488103030293,0.13031577051251486,POBRE,NO_RESERVORIO
Balder Fm.,18.516000748,1.8057813644,1.7351520061,2.1882460117,32.280437469,4.9543566704,115.09649658,78.497001648,3.4018168449,0.27985090199999996,0.150445760935664,POBRE,NO_RESERVORIO
Balder Fm.,18.499423981,1.7771784067,1.7361527681,2.1731784344,33.465679169,4.9058251381,113.30730438,78.895263672,3.3954451084,0.28898276703030296,0.17112811694126534,POBRE,NO_RESERVORIO
Balder Fm.,18.458135605,1.7751538754,1.7264063358,2.1729061604,32.488418579,4.8880887032,110.09407043,79.753715515,3.0969619751,0.28914778157575743,0.1540750117116535,POBRE,NO_RESERVORIO
Balder Fm.,18.443218231,1.7841311693,1.7183506489,2.1941764355,31.372430801,5.223968029,107.18029785,80.127761841,3.4109168053,0.2762567057575756,0.13460113012067002,POBRE,NO_RESERVORIO
Balder Fm.,18.409858704,1.7917256355,1.7249168158,2.2211415768,30.558038712,5.7032604218,106.42954254,80.458480835,3.415014267,0.25991419587878783,0.12039006488997199,POBRE,NO_RESERVORIO
Balder Fm.,18.327999115,1.7932870388,1.7422147989,2.2341389656,30.874364853,6.3795542717,106.91368103,80.793701172,3.6757354736,0.2520369905454544,0.12590992624992928,POBRE,NO_RESERVORIO
Balder Fm.,18.312028885,1.7916990519,1.7591410875,2.2382233143,30.664903641,6.9624900818,107.04988861,81.079421997,4.7513070107,0.24956162769696974,0.12225484783347737,POBRE,NO_RESERVORIO
Balder Fm.,18.260087967,1.794662714,1.7761391401,2.2276744843,29.807218552,7.4349980354,107.58250427,81.208305359,4.5252337456,0.25595485799999995,0.10728832383133174,POBRE,NO_RESERVORIO
Balder Fm.,18.224021912,1.8057073355,1.7977608442,2.2263240814,27.79781723,7.4857616425,107.54217529,81.663909912,4.0598907471,0.25677328399999994,0.07222446006436338,POBRE,NO_RESERVORIO
Balder Fm.,18.239328384,1.8402870893,1.8186888695,2.2223279476,27.869216919,7.2569489479,107.58316803,81.580482483,3.4740085602,0.2591951832727271,0.07347037791098252,POBRE,NO_RESERVORIO
Balder Fm.,18.291315079,1.8784714937,1.8379708529,2.2266459465,27.718715668,7.2467942238,107.45848846,80.916481018,3.3368980885,0.2565782142424241,0.07084414525947327,POBRE,NO_RESERVORIO
Balder Fm.,18.380243301,1.9318864346,1.8622331619,2.2300000191,27.597045898,7.1546134949,106.92217255,81.066314697,3.5072770119,0.25454544296969706,0.06872101923525421,POBRE,NO_RESERVORIO
Balder Fm.,18.385797501,1.9792670012,1.8897932768,2.2319431305,26.479228973,7.020072937,106.08176422,82.421791077,3.6019756794,0.2533677996969697,0.04921521920144121,POBRE,NO_RESERVORIO
Balder Fm.,18.359846115,1.9753234386,1.9210875034,2.2366428375,24.436218262,6.7733511925,106.37171173,81.666397095,3.5354523659,0.2505194924242425,0.013564874762700338,POBRE,NO_RESERVORIO
Balder Fm.,18.337915421,1.9585927725,1.940643549,2.2379999161,22.954345703,6.5107216835,106.78588104,81.097129822,3.9873564243,0.24969702054545442,0.0,POBRE,NO_RESERVORIO
Balder Fm.,18.3640728,1.9869873524,1.9420000315,2.2361021042,24.23695755,6.2380232811,106.72594452,79.969543457,3.9301321507,0.2508472095757575,0.010087794110278454,POBRE,NO_RESERVORIO
Balder Fm.,18.39481926,2.0526101589,1.9407342672,2.2338826656,25.486873627,5.9471406937,105.71678162,79.489974976,3.7948613167,0.25219232387878787,0.03189871190167803,POBRE,NO_RESERVORIO
Balder Fm.,18.433012009,2.0524995327,1.9411393404,2.2392439842,27.117101669,5.8844618797,105.02182007,79.435218811,3.9125728607,0.24894303987878796,0.060346037653850285,POBRE,NO_RESERVORIO
Balder Fm.,18.422000885,1.9768743515,1.9529780149,2.2438509464,29.912252426,6.1141724586,104.52223206,79.133598328,4.1694617271,0.24615094157575765,0.10912115503758738,POBRE,NO_RESERVORIO
Balder Fm.,18.407596588,1.9257469177,1.9723329544,2.2449431419,32.768383026,6.6466217041,104.97068787,80.188545227,4.0,0.24548900490909095,0.15896036493687787,POBRE,NO_RESERVORIO
Balder Fm.,18.351289749,1.9106379747,2.0044560432,2.2386062145,33.723297119,7.2273674011,104.85436249,80.849975586,3.8788969517,0.24932956696969702,0.17562352589906127,JUSTO,RESERVORIO
Balder Fm.,18.259355545,1.9586467743,2.0392465591,2.2406008244,30.208757401,7.5158691406,105.07168579,81.334358215,3.582464695,0.24812071248484846,0.11429513891815954,JUSTO,RESERVORIO
Balder Fm.,18.200098038,2.0724458694,2.0508029461,2.241404295,27.817060471,7.4325284958,104.60037994,81.247001648,3.7565732002,0.24763376060606046,0.07256025280694374,JUSTO,RESERVORIO
Balder Fm.,18.266000748,2.1404073238,2.0618541241,2.2394099236,27.631000519,7.0999517441,105.46025848,81.395202637,4.2737216949,0.24884247054545464,0.06931352417290301,JUSTO,RESERVORIO
Balder Fm.,18.23840332,2.1837551594,2.0980727673,2.2353670597,30.564783096,6.8439207077,106.13930511,81.269927979,4.1529431343,0.25129269109090896,0.12050775375539624,JUSTO,RESERVORIO
Balder Fm.,18.17665863,2.1787288189,2.1615252495,2.2290000916,34.677009583,6.7459983826,105.83838654,80.012840271,3.8999898434,0.25515145963636354,0.1922657185483979,JUSTO,RESERVORIO
Balder Fm.,18.192323685,2.1387655735,2.2053897381,2.224404335,34.92502594,6.6083698273,105.96783447,79.747001648,3.9897942543,0.2579367666666666,0.1965935806128918,JUSTO,RESERVORIO
Balder Fm.,18.189567566,2.0948622227,2.2253141403,2.2118623257,32.729824066,6.566634655,106.7157135,79.997062683,4.0552158356,0.2655379844242425,0.15828751471744515,JUSTO,RESERVORIO
Balder Fm.,18.138456345,2.1046969891,2.2365703583,2.2067427635,29.802103043,6.1849322319,107.32128143,80.76348114,3.9978451729,0.26864074939393945,0.10719905868120426,JUSTO,RESERVORIO
Balder Fm.,18.107181549,2.1646878719,2.2326362133,2.2113478184,28.422101974,5.8921089172,107.39413452,80.911643982,4.0908880234,0.26584980703030286,0.08311817003446798,JUSTO,RESERVORIO
Balder Fm.,18.09324646,2.2681136131,2.2122843266,2.245197773,26.804422379,5.6707577705,107.22993469,80.719055176,3.8199353218,0.24533468303030292,0.054889813500279994,JUSTO,RESERVORIO
Balder Fm.,18.054851532,2.35556674,2.1913990974,2.2697615623,25.492033005,5.8769750595,107.3615036,81.897171021,4.0111675262,0.23044753800000006,0.03198874256172267,JUSTO,RESERVORIO
Balder Fm.,18.332197189,2.347079277,2.1883137226,2.2822847366,27.346027374,6.3912272453,106.69116974,82.281593323,4.7351379395,0.22285773539393944,0.06434076963943874,JUSTO,RESERVORIO
Balder Fm.,18.494365692,2.2344267368,2.2145085335,2.2628924847,30.535896301,6.4496116638,105.56936646,81.50692749,4.6368455887,0.23461061533333327,0.12000368190401707,JUSTO,RESERVORIO
Balder Fm.,18.512800217,2.0645904541,2.2359619141,2.2270717621,32.913234711,6.1812620163,104.61539459,81.504859924,3.7838611603,0.25632014418181814,0.16148801319392214,JUSTO,RESERVORIO
Balder Fm.,18.350131989,2.1047921181,2.2151446342,2.2190001011,31.528343201,5.538090229,104.44976807,80.530067444,3.4688520432,0.261212059939394,0.13732178681245508,JUSTO,RESERVORIO
Balder Fm.,18.281000137,2.2013943195,2.1790275574,2.2239570618,30.051448822,5.0667052269,105.0329895,79.967750549,3.8175854683,0.2582078413333332,0.1115501190343559,JUSTO,RESERVORIO
Balder Fm.,18.285150528,2.2852025032,2.1506063938,2.239033699,28.09538269,4.7243795395,105.02710724,78.284156799,4.3449363708,0.24907048545454533,0.07741694930827925,JUSTO,RESERVORIO
Balder Fm.,18.317045212,2.2748856544,2.1415176392,2.2394442558,27.646324158,4.4787797928,104.97644043,78.682754517,4.5986032486,0.24882166315151508,0.06958092022984168,JUSTO,RESERVORIO
Balder Fm.,18.375,2.1699655056,2.1442816257,2.2307343483,27.760578156,4.4129199982,105.97745514,78.75112915,4.3443388939,0.25410039496969694,0.07157464173128675,JUSTO,RESERVORIO
Balder Fm.,18.375,2.0912382603,2.1467325687,2.2264993191,28.879844666,4.6913924217,106.90494537,79.748672485,3.8987474442,0.25666707933333316,0.09110573688678707,JUSTO,RESERVORIO
Balder Fm.,18.371019363,2.0602390766,2.1374776363,2.2249999046,29.758026123,5.4542212486,106.65637207,80.528106689,4.006567955,0.25757581539393926,0.10642992057960829,JUSTO,RESERVORIO
Balder Fm.,18.332145691,2.0532217026,2.1123144627,2.2186310291,29.132419586,6.668325901,106.71897125,80.899162292,3.6944594383,0.2614357399393939,0.09551314544617735,JUSTO,RESERVORIO
Balder Fm.,18.231006622,2.0141751766,2.0764172077,2.1948740482,27.580430984,7.6496553421,106.4407196,81.412185669,3.7508046627,0.27583391018181813,0.06843109055121409,JUSTO,RESERVORIO
Balder Fm.,18.165006638,1.9873509407,2.0426287651,2.1800780296,26.824625015,7.5349264145,105.93571472,80.341873169,3.8773713112,0.28480119418181804,0.05524234759522754,JUSTO,RESERVORIO
Balder Fm.,18.136081696,1.9778040648,2.0275576115,2.1813590527,25.536052704,6.8753790855,105.85455322,80.157684326,3.8816244602,0.28402481654545453,0.032756882162259346,JUSTO,RESERVORIO
Balder Fm.,18.107156754,2.0446326733,2.0199120045,2.2087590694,24.377166748,6.3447599411,104.79216003,79.695198059,3.8574633598,0.2674187458181817,0.01253443140653277,JUSTO,RESERVORIO
Balder Fm.,18.078233719,2.0701982975,2.0062384605,2.2200717926,24.983898163,6.1078567505,104.21315765,78.860015869,3.8557226658,0.26056254993939376,0.02312183743925355,JUSTO,RESERVORIO
Balder Fm.,18.049308777,2.038829565,1.9900522232,2.2142443657,26.228696823,5.7574415207,104.96443939,78.457862854,3.7054531574,0.2640943238181818,0.04484345678610537,POBRE,NO_RESERVORIO
Balder Fm.,18.020383835,1.9907437563,1.970795989,2.2036392689,27.60590744,5.1748914719,107.13188934,80.480567932,3.509749651,0.2705216552121212,0.06887565230832492,POBRE,NO_RESERVORIO
Balder Fm.,17.991458893,1.9610649347,1.9454618692,2.202589035,27.154367447,4.9246530533,109.22163391,81.981185913,3.7824761868,0.2711581606060606,0.06099632196921117,POBRE,NO_RESERVORIO
Balder Fm.,17.979475021,1.9444428682,1.9243837595,2.2132284641,25.959756851,4.9386787415,109.4058075,81.385566711,3.5900046825,0.26471002175757563,0.040150479611035995,POBRE,NO_RESERVORIO
Balder Fm.,18.043498993,1.943371892,1.8963335752,2.2034957409,25.182445526,4.6569776535,110.48610687,81.134490967,3.5988824368,0.2706086418787877,0.02658647021882868,POBRE,NO_RESERVORIO
Balder Fm.,18.181684494,1.9167096615,1.8627099991,2.1903514862,26.168281555,4.175239563,111.039505,81.594810486,4.1054062843,0.2785748568484848,0.043789216051114514,POBRE,NO_RESERVORIO
Balder Fm.,18.341524124,1.8255776167,1.8520845175,2.1886410713,30.07906723,3.9032030106,111.92324066,81.174987793,3.5954561234,0.2796114719393938,0.11203205765207742,POBRE,NO_RESERVORIO
Balder Fm.,18.3975811,1.7393409014,1.8577121496,2.1918432713,32.107009888,4.1471395493,112.94648743,80.076591492,3.5241885185,0.27767074466666675,0.14741946598550132,POBRE,NO_RESERVORIO
Balder Fm.,18.422000885,1.8290644884,1.8675971031,2.1962513924,31.623785019,4.5568618774,112.19456482,80.136474609,3.4025421143,0.27499915612121223,0.13898723754516035,POBRE,NO_RESERVORIO
Balder Fm.,18.408964157,1.9261094332,1.8839219809,2.2026491165,28.003572464,4.8287415504,110.04673767,79.298736572,3.5552663803,0.2711217475757576,0.07581486951384853,POBRE,NO_RESERVORIO
Balder Fm.,18.362264633,1.9928129911,1.9028388262,2.21326828,26.475500107,4.9512944221,108.92485809,79.650039673,3.8722443581,0.26468589090909095,0.04915015084103063,POBRE,NO_RESERVORIO
Balder Fm.,18.359273911,1.9988116026,1.9474408627,2.2316067219,26.203649521,4.9887061119,105.62287903,80.322608948,3.6854248047,0.2535716836969697,0.04440638372586472,POBRE,NO_RESERVORIO
Balder Fm.,18.306341171,2.0204904079,2.0142498016,2.2383956909,27.981594086,5.3136353493,104.94914246,80.622001648,3.894390583,0.249457157030303,0.07543134888829031,JUSTO,RESERVORIO
Balder Fm.,18.334774017,2.0915455818,2.0619328022,2.2374582291,28.366790771,5.6830029488,104.29951477,80.45022583,3.5279107094,0.2500253156969696,0.08215299475288274,JUSTO,RESERVORIO
Balder Fm.,18.302995682,2.2105410099,2.0956742764,2.22468853,28.087617874,5.6033716202,104.45108032,79.892066956,4.0980892181,0.2577645272727273,0.07728145400058797,JUSTO,RESERVORIO
Balder Fm.,18.327999115,2.2057776451,2.1145663261,2.2138586044,28.589725494,5.2228240967,104.15361023,80.520896912,4.2918772697,0.26432811854545457,0.08604318466697038,JUSTO,RESERVORIO
Balder Fm.,18.333850861,2.1387078762,2.0866725445,2.2071270943,28.794353485,5.1558318138,103.67861938,80.551216125,4.5100736618,0.26840782163636356,0.08961392383230093,JUSTO,RESERVORIO
Balder Fm.,18.350450516,2.0474193096,2.0396893024,2.199369669,30.463842392,5.55960989,103.70304108,80.03792572,4.2861380577,0.27310929151515134,0.11874634798003074,JUSTO,RESERVORIO
Balder Fm.,18.30437851,1.9845178127,2.0098519325,2.1999080181,30.368278503,5.7660117149,105.54168701,79.030281067,4.0125899315,0.2727830193333333,0.11707876711987555,JUSTO,RESERVORIO
Balder Fm.,18.28278923,1.8387104273,2.0176343918,2.1960775852,32.422035217,5.2451314926,108.01477051,78.396331787,3.7610967159,0.27510449381818186,0.15291662829860564,JUSTO,RESERVORIO
Balder Fm.,18.361848831,1.7799434662,2.0129420757,2.198703289,34.677459717,4.6963114738,111.93179321,77.572402954,3.7230086327,0.27351315818181815,0.1922735733442916,JUSTO,RESERVORIO
Balder Fm.,18.375,1.8083604574,1.9961602688,2.1876511574,39.200084686,4.3893246651,116.59469604,78.65032196,3.474642992,0.28021141975757574,0.2711929529853216,POBRE,NO_RESERVORIO
Balder Fm.,18.377765656,1.9151381254,1.9812543392,2.1849679947,40.208282471,4.5603995323,115.48222351,79.588035583,3.1564130783,0.2818375789696969,0.2887859093531483,POBRE,NO_RESERVORIO
Balder Fm.,18.385562897,1.9939186573,1.9699009657,2.1821985245,37.277420044,4.7775788307,113.25913239,80.876861572,2.7804055214,0.2835160457575757,0.23764263611305328,POBRE,NO_RESERVORIO
Balder Fm.,18.353805542,2.0260007381,1.9531382322,2.1923332214,31.387601852,4.9257793427,110.94993591,82.122001648,2.8463728428,0.27737380521212107,0.13486586353138375,POBRE,NO_RESERVORIO
Balder Fm.,18.335735321,2.0377240181,1.9424982071,2.1889998913,32.078517914,4.813267231,108.16657257,81.95741272,3.6694037914,0.2793940052727273,0.14692228372337682,POBRE,NO_RESERVORIO
Balder Fm.,18.372404099,2.0109927654,1.9363114834,2.1878700256,32.519775391,4.7260065079,107.66802979,81.081451416,3.9441142082,0.28007877236363626,0.1546221851269871,POBRE,NO_RESERVORIO
Balder Fm.,18.356609344,1.9550380707,1.9436461926,2.1831092834,34.016517639,4.5984687805,107.18942261,80.792366028,3.7742049694,0.2829640706666667,0.18074019634930574,POBRE,NO_RESERVORIO
Balder Fm.,18.351373672,1.9336878061,1.9471586943,2.1889998913,31.821462631,4.4906544685,107.03363037,80.254333496,3.6187520027,0.2793940052727273,0.1424366932517231,POBRE,NO_RESERVORIO
Balder Fm.,18.391000748,1.9298558235,1.9470624924,2.1889998913,30.083560944,4.3060288429,107.86523438,79.583511353,3.6348156929,0.2793940052727273,0.11211047253803304,POBRE,NO_RESERVORIO
Balder Fm.,18.391000748,1.916793704,1.9401602745,2.1885476112,29.703790665,4.2686305046,107.80289459,79.334075928,3.3609368801,0.2796681144242423,0.1054835169469291,POBRE,NO_RESERVORIO
Balder Fm.,18.38861084,1.9173923731,1.9301509857,2.1854085922,26.423858643,4.3819479942,107.80664825,79.271331787,3.7643275261,0.2815705501818182,0.048249012159276156,POBRE,NO_RESERVORIO
Balder Fm.,18.375,1.9600000381,1.9333788157,2.1811270714,26.231306076,4.6954312325,108.0134964,80.176895142,4.1875019073,0.28416541127272715,0.04488898800514252,POBRE,NO_RESERVORIO
Balder Fm.,18.377304077,1.959287405,1.9518094063,2.1762852669,28.840911865,4.9798698425,107.41143799,80.515007019,4.6397690773,0.28709983824242424,0.09042636317712324,POBRE,NO_RESERVORIO
Balder Fm.,18.382112503,1.9562615156,1.9857347012,2.1785607338,33.657993317,4.9545993805,107.71460724,80.480926514,4.4925613403,0.2857207673939394,0.17448398070631,POBRE,NO_RESERVORIO
Balder Fm.,18.334518433,1.9664698839,2.0237915516,2.1822743416,35.824619293,4.7900452614,108.35531616,79.431274414,3.5085575581,0.283470096,0.21229139987373846,JUSTO,RESERVORIO
Balder Fm.,18.37282753,1.9863188267,2.0493469238,2.1852147579,32.974948883,4.8233475685,108.93094635,78.230033875,3.4411869049,0.28168802551515154,0.16256491968134573,JUSTO,RESERVORIO
Balder Fm.,18.342323303,2.0256688595,2.0653510094,2.1961824894,32.785511017,4.9322299957,108.43226624,78.238731384,3.3218889236,0.27504091551515153,0.15925924676623185,JUSTO,RESERVORIO
Balder Fm.,18.236085892,2.1097788811,2.0745308399,2.2215378284,33.626224518,5.1571307182,107.8506546,79.013305664,3.4177873135,0.25967404339393946,0.17392961815663904,JUSTO,RESERVORIO
Balder Fm.,18.2479496,2.168746233,2.0777404308,2.2522547245,32.284378052,5.5069952011,106.59918976,79.07396698,3.4356069565,0.24105774272727257,0.1505145237377791,JUSTO,RESERVORIO
Balder Fm.,18.228242874,2.2132592201,2.0757451057,2.2522592545,31.383361816,6.6657657623,104.63848877,78.84085083,4.0456519127,0.2410549972727271,0.1347918753026296,JUSTO,RESERVORIO
Balder Fm.,18.182226181,2.1939251423,2.0739998817,2.2386581898,31.215137482,7.7810091972,103.89056396,79.604438782,3.7794692516,0.24929806678787864,0.1318563765224287,JUSTO,RESERVORIO
Balder Fm.,18.135347366,2.1350255013,2.0744884014,2.2298331261,34.282035828,7.757124424,104.03053284,80.476844788,4.0515489578,0.25464659024242425,0.1853734637333849,JUSTO,RESERVORIO
Balder Fm.,18.088468552,2.0700497627,2.0772850513,2.2390334606,34.986843109,6.450961113,104.10102844,81.144134521,4.1237249374,0.2490706299393939,0.19767228438826223,JUSTO,RESERVORIO
Balder Fm.,18.041589737,2.0245451927,2.0709478855,2.2637057304,33.554832458,5.3976736069,102.91230774,80.429611206,4.2413473129,0.23411773915151518,0.17268383343535115,JUSTO,RESERVORIO
Balder Fm.,17.994710922,2.0218908787,2.0644893646,2.2794499397,33.729106903,4.9948687553,102.10679626,80.843940735,4.4884967804,0.22457579412121204,0.17572490608253244,JUSTO,RESERVORIO
Balder Fm.,17.965089798,2.0294337273,2.0773391724,2.2983496189,32.06337738,4.9988846779,101.18134308,80.649475098,4.3435783386,0.21312144309090897,0.14665808283143808,JUSTO,RESERVORIO
Balder Fm.,18.074655533,2.0462563038,2.0882184505,2.2913031578,33.419548035,5.1856307983,102.69328308,80.724960327,5.5945768356,0.21739202557575765,0.170323132998893,JUSTO,RESERVORIO
Balder Fm.,18.17367363,2.1749048233,2.0904250145,2.2733922005,32.289855957,5.3029322624,103.23671722,79.470855713,3.9391565323,0.22824715121212116,0.15061011266396593,JUSTO,RESERVORIO
Balder Fm.,18.195926666,2.3300657272,2.0950396061,2.2406895161,32.771144867,5.4072132111,103.20296478,79.297813416,4.4398031235,0.24806695993939404,0.1590085588021399,JUSTO,RESERVORIO
Balder Fm.,18.264411926,2.4039697647,2.1053125858,2.2284090519,34.166702271,5.0600357056,103.97596741,79.784233093,4.3949999809,0.25550966551515153,0.18336090402909308,JUSTO,RESERVORIO
Balder Fm.,18.251541138,2.4135951996,2.1185781956,2.2224268913,35.633914948,4.8892674446,105.08459473,80.254425049,4.3514037132,0.25913521739393935,0.20896362701938728,JUSTO,RESERVORIO
Balder Fm.,18.262992859,2.3208620548,2.1350085735,2.2142977715,38.2122612,4.4985928535,106.91629791,81.508750916,3.9096682072,0.2640619566666666,0.25395552621562045,JUSTO,RESERVORIO
Balder Fm.,18.236911774,2.1891217232,2.1551198959,2.1860156059,40.361881256,4.535200119,106.0200119,81.644752502,3.5171716213,0.2812026630909089,0.2914661936811447,JUSTO,RESERVORIO
Balder Fm.,18.266000748,2.1600170135,2.1680777073,2.1659998894,41.820556641,4.5949316025,105.04517365,81.694664001,3.7114636898,0.29333340036363625,0.3169199417303213,JUSTO,RESERVORIO
Balder Fm.,18.26325798,2.2751193047,2.1923444271,2.1689705849,42.090927124,4.776722908,105.279953,79.775611877,4.0334153175,0.2915329788484849,0.3216378811875748,JUSTO,RESERVORIO
Balder Fm.,18.235334396,2.3959081173,2.2383935452,2.2048802376,37.212146759,4.969722271,102.89370728,78.632293701,4.5182847977,0.269769552969697,0.23650362343907705,JUSTO,RESERVORIO
Balder Fm.,18.247486115,2.3993163109,2.3724958897,2.2520577908,33.445053101,5.3431925774,101.55357361,77.41255188,4.6206402779,0.2411770964848485,0.17076819399780857,JUSTO,RESERVORIO
Balder Fm.,18.220170975,2.3576111794,2.4981665611,2.3034803867,29.685361862,5.9175133705,98.57787323,77.911056519,4.009868145,0.21001188684848482,0.1051619360707221,JUSTO,RESERVORIO
Balder Fm.,18.228088379,2.8279964924,2.4740567207,2.3558862209,29.264314651,5.9922299385,89.307235718,78.51411438,3.5727989674,0.17825077521212118,0.09781470190484051,JUSTO,RESERVORIO
Balder Fm.,18.157165527,3.3714470863,2.435393095,2.3374679089,28.792797089,5.3985800743,88.518783569,80.301597595,4.5214042664,0.18941338854545456,0.08958676486872612,JUSTO,RESERVORIO
Balder Fm.,18.176370621,3.1040511131,2.3864550591,2.274725914,27.879114151,4.6141219139,89.16481781,80.970573425,10.174375534,0.2274388400000001,0.07364308367698286,JUSTO,RESERVORIO
Balder Fm.,18.236158371,2.5173928738,2.3225533962,2.2152662277,29.250076294,4.1986441612,95.102287292,80.613563538,3.9347500801,0.2634750135151515,0.09756624391655944,JUSTO,RESERVORIO
Balder Fm.,18.266979218,2.0424294472,2.2425820827,2.1912574768,30.8878479,3.959164381,103.11665344,80.480705261,3.3346064091,0.2780257716363635,0.1261452041498667,JUSTO,RESERVORIO
Balder Fm.,18.281000137,1.9745885134,2.1315155029,2.1956136227,33.483131409,3.9863903522,103.01612091,80.262542725,3.3803555965,0.27538568321212126,0.1714326568851226,JUSTO,RESERVORIO
Balder Fm.,18.281000137,1.9545356035,2.0188169479,2.2055904865,33.722572327,3.9867708683,103.27307129,80.444618225,3.5302712917,0.2693390990909092,0.17561087834694258,JUSTO,RESERVORIO
Balder Fm.,18.281909943,1.9798407555,1.9519211054,2.21606493,34.294406891,4.263048172,103.65460205,79.6717453,3.7467565536,0.2629909515151515,0.1855893376172803,POBRE,NO_RESERVORIO
Balder Fm.,18.297000885,1.9965263605,1.9005833864,2.233784914,35.047431946,4.4369454384,104.13202667,80.537918091,3.720593214,0.2522515672727272,0.19872955388595157,POBRE,NO_RESERVORIO
Balder Fm.,18.297000885,2.0432832241,1.8583829403,2.2300000191,35.817050934,4.5589261055,104.25672913,81.279212952,3.6108977795,0.25454544296969706,0.21215933272218943,POBRE,NO_RESERVORIO
